=== 1. INFORMACION GENERAL DEL DATASET ===
metrica,valor
Total Filas (Registros),284807
Total Columnas (Variables),36
Total Filas Duplicadas,1081

=== 2. ESTADISTICAS DESCRIPTIVAS NUMERICAS ===
variable,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,nulos,porcentaje_nulos
timestamp,284807.0,94813.85957508067,47488.14595456617,0.0,54201.5,84692.0,139320.5,172792.0,-0.03556761800632169,-1.293530050898984,0,0.0
amount,284807.0,88.34961925093133,250.12010924018855,0.0,5.6,22.0,77.16499999999999,25691.16,16.977724453761006,845.0926455465269,0,0.0
variable_01,284807.0,-1.2439181903885296e-16,0.3300832641602509,-15.430083905534898,-0.0529597930169809,0.011243831564982,0.0782799547578201,33.8478078188831,11.192091192212812,933.3975020960181,0,0.0
variable_02,284807.0,-3.6753715966313314e-16,0.4036324949650307,-22.5656793207827,-0.07083952930446921,0.0013421459786502,0.09104511968580685,31.612198106136304,-1.1702089424327127,244.9892405663081,0,0.0
variable_03,284807.0,1.6879964853928583e-15,0.48222701326105727,-2.60455055280817,-0.32698392588071945,-0.0521391080182019,0.24095217371475544,3.5173456116238,0.5766926172084219,0.919005770879612,0,0.0
variable_04,284807.0,5.143324792027663e-16,0.5212780705409424,-10.2953970749851,-0.31714505406527,0.0165935016367397,0.350715562867386,7.51958867870916,-0.4157925903156352,4.29041228311968,0,0.0
variable_05,284807.0,4.472267602194717e-15,0.6056470678271602,-2.83662691870341,-0.35458613640949843,0.0409760560572798,0.439526600168186,4.58454913689817,-0.5524993011673045,0.6188707999933465,0,0.0
variable_06,284807.0,2.636527764947048e-16,0.6244602955949903,-44.807735203791296,-0.16184634501488449,-0.0111929302967212,0.1476420638560499,22.5284116897749,-5.87514034010682,440.08865867495393,0,0.0
variable_07,284807.0,-3.510713352416243e-16,0.7257015604409116,-10.933143697655,-0.5423503726606616,0.0067819425282695,0.5285536353339866,10.5030900899454,-0.21325762284328817,2.8329665163717817,0,0.0
variable_08,284807.0,1.6316135108586009e-16,0.734524014371313,-34.8303821448146,-0.22839494677851696,-0.0294501676953819,0.1863772033785755,27.2028391573154,3.5929911930778444,207.28704035333408,0,0.0
variable_09,284807.0,6.455601101984275e-16,0.7709250248871168,-54.497720494566,-0.21172136467424701,-0.0624810924603664,0.1330408409942945,39.4209042482199,-2.037155299081398,271.0161129504153,0,0.0
variable_10,284807.0,1.0372471456797734e-15,0.8140405007685786,-7.21352743017759,-0.45629891874444745,0.0037348229952574,0.458949355762679,5.59197142733558,0.10919175998147101,1.7249697812275082,0,0.0
variable_11,284807.0,9.695875762386645e-16,0.8381762095288414,-9.498745921046767,-0.498849798665041,-0.0036363123546992,0.5008067468872159,5.04106918541184,-0.2598802680943062,2.5783408337335967,0,0.0
variable_12,284807.0,-3.758199683115285e-16,0.8493370636743892,-25.1627993693248,-0.483748313707048,-0.0656757538072252,0.3996749826503845,9.25352625047285,-3.8449144738706207,94.79971910397438,0,0.0
variable_13,284807.0,1.4346223750521863e-15,0.8762528873883704,-14.1298545174931,-0.46803676671289796,0.0664133205843014,0.523296312475344,17.315111517627802,-1.1009662760510655,10.41913132064488,0,0.0
variable_14,284807.0,4.887356066929662e-15,0.915316011610439,-4.49894467676621,-0.5828842791574559,0.0480715497626106,0.6488208063171581,8.87774159774277,-0.30842298213592395,0.28476908376068355,0,0.0
variable_15,284807.0,1.2106871629196664e-15,0.9585956112570638,-19.2143254902614,-0.4255740124549935,0.0506013193100486,0.493149849218149,10.5267660517847,-1.99517584026833,23.879461844938447,0,0.0
variable_16,284807.0,8.256862500822057e-16,0.9952742301251534,-5.7918812063208405,-0.6485392991145684,-0.0135680567852071,0.6625049594399741,7.126882958593759,0.06523345790658319,0.19529978783246538,0,0.0
variable_17,284807.0,-1.2472113552728314e-15,0.9992013895301448,-18.683714633344294,-0.40557148544041355,0.140032588291332,0.6182380329461361,7.848392075644599,-2.278400935410618,20.24186966222541,0,0.0
variable_18,284807.0,1.6988739087985822e-15,1.0207130277115586,-4.79747346479757,-0.7624941955129776,-0.032757354499007,0.739593407321606,12.0189131816199,0.35650585548882024,1.6339212577978657,0,0.0
variable_19,284807.0,2.23835419257238e-15,1.0888497654025169,-24.5882624372475,-0.5354257264933235,-0.0929173835961975,0.453923445139507,23.7451361206545,1.1871405899625278,31.98823877949119,0,0.0
variable_20,284807.0,-2.4107962810594543e-15,1.0986320892243193,-13.4340663182301,-0.6430975702665915,-0.051428731550349,0.5971390302822686,15.5949946071278,0.5546797719063512,3.7313106141412113,0,0.0
variable_21,284807.0,1.1476180657415235e-16,1.1943529026692035,-73.21671845526741,-0.2086297440394665,0.0223580364366631,0.3273458619234489,20.0072083651213,-8.521944194777976,220.58697362515326,0,0.0
variable_22,284807.0,-5.638796417802156e-16,1.237093598182666,-43.5572415712451,-0.5540758790365226,0.0401030827945351,0.5704360728775986,120.589493945238,2.5539074174295155,405.6074170083755,0,0.0
variable_23,284807.0,1.4978411615432518e-15,1.3322710897575754,-26.1605059358433,-0.768295608460489,-0.274187076506651,0.3985648963561049,73.3016255459646,1.8265806649980854,42.64249396253935,0,0.0
variable_24,284807.0,1.0053134255895747e-15,1.3802467340314395,-113.743306711146,-0.6915970708876575,-0.0543358267364858,0.6119264397351929,34.8016658766686,-2.425901495952054,206.90455995692022,0,0.0
variable_25,284807.0,2.0942532806653575e-15,1.4158685749409206,-5.68317119816995,-0.848640116331273,-0.0198465294811989,0.7433412894685876,16.8753440335975,0.6762920979857466,2.635454914678709,0,0.0
variable_26,284807.0,-1.40069279745635e-15,1.5162550051777717,-48.3255893623954,-0.8903648381551406,0.1798463435635439,1.027195542465555,9.38255843282114,-2.24015544024042,26.61955080636399,0,0.0
variable_27,284807.0,3.3789867570441726e-16,1.6513085794769975,-72.7157275629303,-0.598549913464916,0.0654855563960555,0.8037238712400947,22.0577289904909,-4.624865573285338,95.77310596384663,0,0.0
variable_28,284807.0,1.177555928326085e-15,1.958695803857486,-56.407509631329,-0.9203733843903219,0.0181087991615309,1.315641693877865,2.45492999121121,-3.2806673027560396,32.486679486070614,0,0.0
variable_29,284807.0,5.73130441318845e-15,1.639571845087595,-8.855471879547778,-1.1117453479944461,-0.1772729672618864,0.8192373906301686,11.958975079520918,0.5766926172084217,0.9190057708796111,0,0.0
variable_30,284807.0,2.1531310770816617e-15,1.3143793310825553,-21.19478177623965,-0.702055150069347,0.0996199808764521,0.784944468713016,25.972667276441705,-1.1009662760510663,10.419131320644889,0,0.0
variable_31,284807.0,-1.6102578355482803e-15,4.357099086915312,-203.67710755306064,-0.6990692678241479,0.1484185766577624,1.0332954028032257,446.7910632092569,11.192091192212805,933.3975020960179,0,0.0
variable_32,284807.0,-1.1699716698046627e-15,1.2916239838880983,-72.21017382650464,-0.2266864937743014,0.0042948671316808,0.291344382994582,101.15903393963616,-1.1702089424327144,244.98924056630796,0,0.0
is_fraud,284807.0,0.001727485630620034,0.04152718963546506,0.0,0.0,0.0,0.0,1.0,23.997579310647495,573.8878427829709,0,0.0

=== 3. RESUMEN DE VARIABLES CATEGORICAS ===
variable,valores_unicos,nulos,porcentaje_nulos,moda_valor,moda_frecuencia
transaction_id,283726,0,0.0,0ee9ea07663c819692ffe399076509ff60095d6d86739f3ccf79c157044e6335,18

=== 4. MATRIZ DE CORRELACION NUMERICA ===
variable,timestamp,amount,variable_01,variable_02,variable_03,variable_04,variable_05,variable_06,variable_07,variable_08,variable_09,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,variable_18,variable_19,variable_20,variable_21,variable_22,variable_23,variable_24,variable_25,variable_26,variable_27,variable_28,variable_29,variable_30,variable_31,variable_32,is_fraud
timestamp,1.0,-0.010596373389029084,-0.009412688179052001,-0.005134591123997317,-0.04140710060605866,-0.23308279059831377,-0.016181868459307816,0.05114236494177409,0.1440590548614631,0.04473572628908233,-0.050866018468354215,0.02897530256113439,0.09043813254860995,-0.07329721331779766,0.011902867722434285,-0.18345327348103502,-0.09875681920622872,-0.06590202369761758,0.12434806837193031,-0.24768943748667413,0.030616628592320363,-0.008660433697684117,-0.036949434690008456,0.08471437480498842,-0.06301647037315097,0.17307212331038707,-0.10526020544572999,-0.41961817221152653,-0.010593327121342845,0.1173963059783856,-0.04140710060605893,0.011902867722433721,-0.009412688179052454,-0.005134591123997177,-0.012322570929245946
amount,-0.010596373389029084,1.0,0.010258215893044398,0.028825463424360015,-0.003208037150978834,-0.047836863176140464,0.005146217430767092,-0.1126325536325341,-0.06480064637319964,0.10599892763771776,0.33940340454617235,-0.05615078723115747,0.0356503407199976,0.007309042077000492,-0.003909526713560291,-0.0029858481245599515,0.033751171763100635,0.0052934090304210795,-0.009541802153205197,0.00010397702176414312,-0.10150214079143076,-0.04424560196444429,-0.10307909564497876,0.397311278181695,0.21598118022527382,-0.386356256163053,0.09873166631356255,-0.21088047528991366,-0.5314089393280367,-0.22770865292240863,-0.0032080371509788817,-0.003909526713560355,0.010258215893045002,0.028825463424359196,0.0056317530067682975
variable_01,-0.009412688179052001,0.010258215893044398,1.0,-4.324619867564891e-17,-2.936158052484109e-16,3.517708786354571e-16,-2.7554540464203025e-16,1.3815172446286746e-15,-5.787061238317506e-16,1.9728148560314735e-16,-2.8710665737207e-16,-1.3731694267038038e-15,8.035337243669599e-16,-1.0075618537257004e-16,6.809720351280799e-16,-1.1382252887357364e-15,2.404329232986178e-15,1.10457061972168e-15,6.479965696622904e-16,-3.027020070121193e-16,2.6688211629597464e-16,9.069885371996576e-16,-5.484124879501735e-16,-1.044174179462943e-17,1.3425082163560794e-16,-2.465684701408109e-16,-6.021069508913801e-17,7.990805524726851e-16,-3.5458598724090588e-16,3.5834628649177416e-16,-3.0583243890494726e-16,6.718634044940015e-16,0.9999999999999939,-1.5697278230095923e-16,0.009536040916236239
variable_02,-0.005134591123997317,0.028825463424360015,-4.324619867564891e-17,1.0,-2.8408091778836254e-16,-5.755019737519059e-16,-3.277679588751819e-16,4.204973398243487e-16,1.4175001086093642e-16,-1.4089332131961427e-15,-1.0084372142805253e-15,-2.1292332670653622e-16,2.513004796640279e-16,7.172650099570007e-16,7.275201825753142e-16,-1.2122846824141187e-15,9.419866780505953e-17,-5.216654564285098e-16,-3.560819541142992e-16,-2.0892802116917098e-16,-3.83597529103068e-16,-2.0948025338906407e-16,3.024030091386329e-16,-3.643921971267591e-16,-2.33667877025207e-16,3.901378020112194e-16,-1.667043806711959e-16,3.366821156899398e-16,-5.110444214102097e-16,1.935019727898864e-17,-2.622436868778165e-16,8.279537942876812e-16,-2.18665541093895e-16,0.9999999999999892,0.017579728189513314
variable_03,-0.04140710060605866,-0.003208037150978834,-2.936158052484109e-16,-2.8408091778836254e-16,1.0,2.4418045809783247e-15,1.872811390941249e-16,1.3141549246734636e-15,-1.8600129175963874e-17,-4.695620580205839e-16,-3.7410014431450184e-16,5.58207510866008e-16,3.1058056197423407e-16,2.6629229732890027e-16,-4.3039905663003904e-16,1.1004327686480435e-16,-1.7864982395435552e-17,-1.3728859061986325e-16,1.76371724771866e-16,-1.1913299441867783e-16,-3.725010189822008e-16,-1.4963363306450903e-16,9.275897288442034e-19,-7.85255547133381e-16,-2.4393026987123236e-16,3.1580516394098104e-16,-3.6563815099859673e-16,-2.240179713578434e-16,2.667926379231999e-16,-1.2723963990294264e-16,0.9999999999999939,-4.4308767633363266e-16,-3.072933935495862e-16,-3.10313426267649e-16,0.004455397501283257
variable_04,-0.23308279059831377,-0.047836863176140464,3.517708786354571e-16,-5.755019737519059e-16,2.4418045809783247e-15,1.0,1.2249361812284493e-15,-7.550063632521146e-16,-9.771561993589937e-16,-5.683098700072705e-17,-2.060753333707911e-17,8.079260201795907e-16,-2.0872199720937125e-16,6.71729586993005e-17,-3.3456319078399543e-16,2.270427115122585e-16,-8.90207660143669e-17,-8.60068369083591e-17,-2.832351314145114e-17,-6.296837624935844e-16,-2.8681979904375566e-16,2.462802178775193e-16,-1.0718614000561852e-16,6.282584890585934e-17,5.933155538849854e-16,-1.4301543241972397e-16,6.509635668749636e-16,9.653196686232396e-17,1.1363329632810394e-16,-1.9428037596113174e-16,2.4329366971076705e-15,-3.3681138023418e-16,3.9628840500088714e-16,-6.099574792447251e-16,0.003307705597299633
variable_05,-0.016181868459307816,0.005146217430767092,-2.7554540464203025e-16,-3.277679588751819e-16,1.872811390941249e-16,1.2249361812284493e-15,1.0,8.95718556366635e-17,2.338691635151823e-17,1.13642811009858e-16,2.0338320427202745e-16,-8.059144939971647e-17,-1.7683722165875763e-16,-1.8555429628744707e-16,-3.6832923056693126e-16,-4.62205075277766e-16,5.334576429372729e-18,-6.465340961916367e-16,4.513325976232803e-16,1.6598519226252328e-15,-6.681662456194566e-17,-2.8240551609899546e-16,-1.843673180923786e-16,-2.241739652113703e-17,-1.0341226927398197e-15,-9.464301546535126e-16,1.8380607874900331e-16,4.724488107712747e-17,-1.1753333250705557e-16,-3.999815833327247e-17,1.7454516898563e-16,-3.524353798013277e-16,-2.810764120329297e-16,-3.7145966283922595e-16,-0.007220906715952758
variable_06,0.05114236494177409,-0.1126325536325341,1.3815172446286746e-15,4.204973398243487e-16,1.3141549246734636e-15,-7.550063632521146e-16,8.95718556366635e-17,1.0,4.581222779931432e-16,6.77247894941728e-16,-8.990540589977146e-17,6.762512013654141e-16,-3.20068439572859e-16,4.739541668633348e-16,6.371947730842924e-16,-7.44018667370986e-18,2.5006125029959033e-16,-6.856755828574834e-16,1.9530962280208352e-16,9.196779464883107e-17,2.248013174390246e-16,-8.367236675154405e-17,1.2825032313468293e-16,-2.5156149076400786e-16,-1.4703342032067124e-17,8.091024292889302e-17,2.06868595311425e-16,-1.17645563605571e-16,-8.176172325074218e-17,7.264032061049949e-17,1.2487028334135373e-15,7.32013788993903e-16,1.3766496507156081e-15,3.0449661646343636e-16,-0.0026851557402507178
variable_07,0.1440590548614631,-0.06480064637319964,-5.787061238317506e-16,1.4175001086093642e-16,-1.8600129175963874e-17,-9.771561993589937e-16,2.338691635151823e-17,4.581222779931432e-16,1.0,3.4754144281197636e-15,9.557418310036495e-16,-1.0206348930296328e-15,-5.339533152333134e-16,-3.4047027343044407e-16,2.391234953758995e-16,-3.2798666062406376e-16,6.368491369844263e-16,-5.678913893864762e-17,-1.40283127029625e-16,2.0754315438301486e-17,-2.4365634767224755e-16,-1.6558038646518471e-16,5.0599585371931763e-17,-7.49008933986719e-16,-9.883646359275224e-17,2.7935264614897026e-17,2.286697244921563e-16,-2.2724794107951944e-16,2.0977206252076595e-16,5.434940250456905e-17,-3.791516154348459e-17,2.5617521779213726e-16,-4.950312070648573e-16,1.5906330103717772e-16,0.000805317505298508
variable_08,0.04473572628908233,0.10599892763771776,1.9728148560314735e-16,-1.4089332131961427e-15,-4.695620580205839e-16,-5.683098700072705e-17,1.13642811009858e-16,6.77247894941728e-16,3.4754144281197636e-15,1.0,-1.3020422865458105e-15,5.767752067834754e-16,-1.1802275083958793e-15,-9.148949869788077e-16,-3.606925805977152e-16,8.665951998443002e-17,-1.5636651198284964e-16,2.346724470799251e-16,5.986382583386184e-16,6.425457009734727e-19,9.282048930800554e-16,3.105786930834825e-16,2.8755814498422216e-16,5.21709660295634e-16,-6.854971704374304e-17,-9.325321961529404e-17,-4.824670304430896e-17,-1.5454531816464455e-16,7.009897148516903e-17,-1.308307355940769e-16,-4.778207340471752e-16,-3.7258510496613435e-16,2.118513120362102e-16,-1.3309447499693005e-15,0.04041338061057673
